"GYARTMANY_NEV";"GYARTMANY_KOD";"TIPUS_NEV";"TIPUS_KOD";"FAJTA_NEV";"FAJTA_KOD"
"KIA";"10964";"MORNING";"46401";"Személygépkocsi";"1"
"KIA";"10964";"OPIRUS";"46402";"Személygépkocsi";"1"
"KIA";"10964";"PICANTO";"46403";"Személygépkocsi";"1"
"KIA";"10964";"PREGIO";"46404";"Autóbusz";"3"
"KIA";"10964";"PREGIO";"46404";"Személygépkocsi";"1"
"KIA";"10964";"PREGIO";"46404";"Tehergépkocsi";"2"
"KIA";"10964";"PRIDE";"46405";"Személygépkocsi";"1"
"KIA";"10964";"RETONA";"46406";"Személygépkocsi";"1"
"KIA";"10964";"RETONA";"46406";"Tehergépkocsi";"2"
"KIA";"10964";"RIO";"46407";"Személygépkocsi";"1"
"KIA";"10964";"SD";"58306";"Tehergépkocsi";"2"
"KIA";"10964";"SE";"56985";"Tehergépkocsi";"2"
"KIA";"10964";"SE - PLATO SMG";"58158";"Tehergépkocsi";"2"
"KIA";"10964";"SEPHIA";"46408";"Személygépkocsi";"1"
"KIA";"10964";"SHUMA";"56631";"Személygépkocsi";"1"
"KIA";"10964";"SLS";"67147";"Személygépkocsi";"1"
"KIA";"10964";"SORENTO";"46411";"Személygépkocsi";"1"
"KIA";"10964";"SPECTRA";"46412";"Személygépkocsi";"1"
"KIA";"10964";"SPORTAGE";"46413";"Személygépkocsi";"1"
"KIA";"10964";"SPORTAGE";"46413";"Tehergépkocsi";"2"
"KIA";"10964";"TITAN";"46414";"Tehergépkocsi";"2"
"KIA";"10964";"TOPIC";"46415";"Autóbusz";"3"
"KIA";"10964";"TOPIC";"46415";"Tehergépkocsi";"2"
"KIA";"10964";"TOWNER";"46416";"Személygépkocsi";"1"
"KIA";"10964";"TOWNER";"46416";"Tehergépkocsi";"2"
"KIA";"10964";"UP";"66476";"Személygépkocsi";"1"
"KIA";"10964";"XM";"65672";"Személygépkocsi";"1"
"KIA";"10964";"YN";"66000";"Személygépkocsi";"1"
"KIA-PLATÓ SMG";"10965";"K 2500 STD CAB";"46417";"Tehergépkocsi";"2"
"KICSINY";"8314";"BJ-128";"36853";"Pótkocsi";"6"
"KICSINY";"8314";"BJ-138";"36854";"Pótkocsi";"6"
"KICSINY";"8314";"BJ-142";"36855";"Pótkocsi";"6"
"KICSINY";"8314";"BS-118";"36856";"Pótkocsi";"6"
"KICSINY";"8314";"FJ-137";"36857";"Pótkocsi";"6"
"KICSINY";"8314";"FK-142";"36858";"Pótkocsi";"6"
"KICSINY";"8314";"FK-187";"36859";"Pótkocsi";"6"
"KICSINY";"8314";"JL-201";"36860";"Pótkocsi";"6"
"KICSINY";"8314";"JT-142";"36861";"Pótkocsi";"6"
"KICSINY";"8314";"KB-127";"36862";"Pótkocsi";"6"
"KICSINY";"8314";"KB-130";"36863";"Pótkocsi";"6"
"KICSINY";"8314";"KB-142";"36864";"Pótkocsi";"6"
"KICSINY";"8314";"KB-147";"36865";"Pótkocsi";"6"
"KICSINY";"8314";"KB-180";"36866";"Pótkocsi";"6"
"KICSINY";"8314";"KP-147";"36867";"Pótkocsi";"6"
"KICSINY";"8314";"LA-131";"36868";"Pótkocsi";"6"
"KICSINY";"8314";"PZ-142";"36869";"Pótkocsi";"6"
"KICSINY";"8314";"RT-252";"36870";"Pótkocsi";"6"
"KICSINY";"8314";"RT-263";"36871";"Pótkocsi";"6"
"KICSINY";"8314";"TG-124";"36872";"Pótkocsi";"6"
"KICSINY";"8314";"400-6739";"57935";"Pótkocsi";"6"
"KICSINY";"8314";"400-6739 (RÉGI)";"36852";"Pótkocsi";"6"
"KICSINY";"8314";"400-7247";"58058";"Pótkocsi";"6"
"KIDNER";"8315";"KGY-II2191J";"36873";"Pótkocsi";"6"
"KIEL";"10966";"DUISBURG";"46420";"Pótkocsi";"6"
"KIEL";"10966";"TE 430-LT WELTBUMMLER";"46421";"Pótkocsi";"6"
"KIEL";"10966";"WELTBUMMLER";"46422";"Pótkocsi";"6"
"KIEL";"10966";"400 WELTBUMMLER";"46418";"Pótkocsi";"6"
"KIEL";"10966";"473";"46419";"Pótkocsi";"6"
"KIESLING";"8316";"KKS 35";"36874";"Pótkocsi";"6"
"KIG";"10967";"490";"46423";"Pótkocsi";"6"
"KIJEVI";"8317";"8169";"36875";"Pótkocsi";"6"
"KILAFOR";"8318";"SSV-TBT 85";"36876";"Pótkocsi";"6"
"KINA";"8319";"TCBH-2";"36877";"Pótkocsi";"6"
"KINCSES";"8320";"KI-145";"36878";"Pótkocsi";"6"
"KINCSES";"8320";"KM-250";"36879";"Pótkocsi";"6"
"KINCSES";"8320";"KZ-750";"36880";"Pótkocsi";"6"
"KINDL";"8321";"KF-245";"36881";"Pótkocsi";"6"
"KINETIC";"10968";"HONDA-MARVEL";"46424";"Motorkerékpár";"5"
"KING";"8322";"GTL 20/2-17.5";"36883";"Pótkocsi";"6"
"KING";"8322";"GTL 60";"36884";"Pótkocsi";"6"
"KING";"8322";"TGS 44/3-175";"65687";"Pótkocsi";"6"
"KING";"8322";"375";"36882";"Pótkocsi";"6"
"KING LONG";"12291";"XMQ6121G";"61563";"Autóbusz";"3"
"KING LONG";"12291";"XMQ6127 ";"63819";"Autóbusz";"3"
"KINGRING";"10969";"JL 250-5";"46425";"Motorkerékpár";"5"
"KINGS CARAVANS";"8323";"E 380";"36885";"Pótkocsi";"6"
"KINGSTPED KFT";"8324";"400";"36886";"Pótkocsi";"6"
"KINGWAY";"8325";"PAILLOTTE";"36887";"Pótkocsi";"6"
"KINGWAY";"8325";"RANCH.CUISINE";"36888";"Pótkocsi";"6"
"KINLON";"10970";"JL 125 4A";"46426";"Motorkerékpár";"5"
"KINLON";"10970";"JL 125 6D";"46427";"Motorkerékpár";"5"
"KINLON";"10970";"JL 150 6D";"46428";"Motorkerékpár";"5"
"KINROAD";"10971";"XT 150-16";"46429";"Motorkerékpár";"5"
"KINROAD";"10971";"XT 250-16";"46430";"Motorkerékpár";"5"
"KINROAD";"10971";"XT 650GK";"60920";"Motorkerékpár";"5"
"KINROAD";"10971";"XT250GK-2";"65532";"Motorkerékpár";"5"
"KIP";"10972";"CARAVAN LQ 450";"46438";"Pótkocsi";"6"
"KIP";"10972";"CAVALIER";"46439";"Pótkocsi";"6"
"KIP";"10972";"G 300";"46440";"Pótkocsi";"6"
"KIP";"10972";"G 365";"46441";"Pótkocsi";"6"
"KIP";"10972";"G 430";"46442";"Pótkocsi";"6"
"KIP";"10972";"G 445";"46443";"Pótkocsi";"6"
"KIP";"10972";"G 680";"46444";"Pótkocsi";"6"
"KIP";"10972";"K 320";"46445";"Pótkocsi";"6"
"KIP";"10972";"K 370";"46446";"Pótkocsi";"6"
"KIP";"10972";"K 380";"46447";"Pótkocsi";"6"
"KIP";"10972";"K 390";"46448";"Pótkocsi";"6"
"KIP";"10972";"K 390-6";"46449";"Pótkocsi";"6"
"KIP";"10972";"K 430";"46450";"Pótkocsi";"6"
"KIP";"10972";"K 450";"46451";"Pótkocsi";"6"
"KIP";"10972";"K 470 LB";"46452";"Pótkocsi";"6"
"KIP";"10972";"K 510";"46453";"Pótkocsi";"6"
"KIP";"10972";"KAMPEERWAGES";"46454";"Pótkocsi";"6"
"KIP";"10972";"KARAVAN K 540";"46455";"Pótkocsi";"6"
"KIP";"10972";"KE38";"63255";"Pótkocsi";"6"
"KIP";"10972";"KG 40 EK";"46456";"Pótkocsi";"6"
"KIP";"10972";"KG 41";"46457";"Pótkocsi";"6"
"KIP";"10972";"KG 42-T";"59664";"Pótkocsi";"6"
"KIP";"10972";"KG 44";"64970";"Pótkocsi";"6"
"KIP";"10972";"KG 47";"46458";"Pótkocsi";"6"
"KIP";"10972";"KG 48";"60846";"Pótkocsi";"6"
"KIP";"10972";"KG 50";"62312";"Pótkocsi";"6"
"KIP";"10972";"KG-45";"62171";"Pótkocsi";"6"
"KIP";"10972";"KH 40 EK";"65002";"Pótkocsi";"6"
"KIP";"10972";"KK 300";"46459";"Pótkocsi";"6"
"KIP";"10972";"KK 37";"46460";"Pótkocsi";"6"
"KIP";"10972";"KK 400";"65462";"Pótkocsi";"6"
"KIP";"10972";"KK 400 EK";"59172";"Pótkocsi";"6"
"KIP";"10972";"KL 330";"46461";"Pótkocsi";"6"
"KIP";"10972";"KL 380";"66402";"Pótkocsi";"6"
"KIP";"10972";"KL 390";"46463";"Pótkocsi";"6"
"KIP";"10972";"KL 390 EK";"46462";"Pótkocsi";"6"
"KIP";"10972";"KL 40";"46464";"Pótkocsi";"6"
"KIP";"10972";"KL 42 TLB";"46465";"Pótkocsi";"6"
"KIP";"10972";"KL 470 LK";"46466";"Pótkocsi";"6"
"KIP";"10972";"KL-35";"61255";"Pótkocsi";"6"
"KIP";"10972";"KL-35-EK";"67107";"Pótkocsi";"6"
"KIP";"10972";"KL-42-TTZ";"46467";"Pótkocsi";"6"
"KIP";"10972";"KR 440";"46468";"Pótkocsi";"6"
"KIP";"10972";"KS";"65022";"Pótkocsi";"6"
"KIP";"10972";"KT";"64981";"Pótkocsi";"6"
"KIP";"10972";"KT 390";"46469";"Pótkocsi";"6"
"KIP";"10972";"KT 420";"46470";"Pótkocsi";"6"
"KIP";"10972";"KT-35";"61673";"Pótkocsi";"6"
"KIP";"10972";"MK 37 EK";"65742";"Pótkocsi";"6"
"KIP";"10972";"MK 400 EK";"66664";"Pótkocsi";"6"
"KIP";"10972";"1200";"46431";"Pótkocsi";"6"
"KIP";"10972";"15500 L";"46432";"Pótkocsi";"6"
"KIP";"10972";"350";"46433";"Pótkocsi";"6"
"KIP";"10972";"390 T";"58753";"Pótkocsi";"6"
"KIP";"10972";"400";"46434";"Pótkocsi";"6"
"KIP";"10972";"415";"46435";"Pótkocsi";"6"
"KIP";"10972";"44HY";"66580";"Pótkocsi";"6"
"KIP";"10972";"440";"46436";"Pótkocsi";"6"
"KIP";"10972";"445-1";"58040";"Pótkocsi";"6"
"KIP";"10972";"48 TRZ";"59938";"Pótkocsi";"6"
"KIP";"10972";"50GB";"64409";"Pótkocsi";"6"
"KIP";"10972";"530";"46437";"Pótkocsi";"6"
"KIP";"10972";"640";"64886";"Pótkocsi";"6"
"KIPPER";"10973";"BLK 16";"46471";"Pótkocsi";"6"
"KIPPER";"10973";"CARNEHL 18";"46472";"Pótkocsi";"6"
"KIPPER";"10973";"CF72";"64361";"Pótkocsi";"6"
"KIPPER";"10973";"SZBAU 18.1";"46473";"Pótkocsi";"6"
"KIPPER";"10973";"WE-KUE-EL";"46474";"Pótkocsi";"6"
"KIRÁLY";"8326";"KA-185";"36889";"Pótkocsi";"6"
"KIRÁLY";"8326";"KL-500";"36890";"Pótkocsi";"6"
"KIRÁLY";"8326";"KS-700";"36891";"Pótkocsi";"6"
"KIRCHNER";"8327";"KK 701107";"59127";"Pótkocsi";"6"
"KIRCHNER";"8327";"T 7000";"36892";"Pótkocsi";"6"
"KIRCHNER";"8327";"TRIUMPH";"59608";"Pótkocsi";"6"
"KIRCHNER";"8327";"T10000";"60730";"Pótkocsi";"6"
"KIRCHNER";"8327";"T8000";"62421";"Pótkocsi";"6"
"KIRCHOFF";"10974";"ST 5000";"46475";"Pótkocsi";"6"
"KIRCHOFF";"10974";"TP 8";"46476";"Pótkocsi";"6"
"KIRCHOFF";"10974";"ZE";"46477";"Pótkocsi";"6"
"KIROV";"8328";"K-700-A";"46478";"Vontató";"4"
"KIROV";"8328";"K-701";"46479";"Vontató";"4"
"KIROV";"8328";"LKZ-801";"60633";"Pótkocsi";"6"
"KIROV";"8328";"PM-4";"36893";"Pótkocsi";"6"
"KIROVEC";"12101";"T-150 K";"59750";"Vontató";"4"
"KIROW";"10975";"MDK-204";"46481";"Tehergépkocsi";"2"
"KIROW";"10975";"MDK-404";"46482";"Tehergépkocsi";"2"
"KIROW";"10975";"706 MTS-24";"46480";"Tehergépkocsi";"2"
"KIRSCH";"8329";"HD 16-4 DDAE/GID 400-28";"36894";"Pótkocsi";"6"
"KIS";"8330";"KGY-210";"36898";"Pótkocsi";"6"
"KIS";"8330";"KGY-500";"36899";"Pótkocsi";"6"
"KIS";"8330";"KGY-700";"36900";"Pótkocsi";"6"
"KIS";"8330";"KG-150";"36897";"Pótkocsi";"6"
"KIS";"8330";"KI-200-3618";"36901";"Pótkocsi";"6"
"KIS";"8330";"KJ-115";"36902";"Pótkocsi";"6"
"KIS";"8330";"KJ-165";"36903";"Pótkocsi";"6"
"KIS";"8330";"KJ-870";"36904";"Pótkocsi";"6"
"KIS";"8330";"KS-360";"36905";"Pótkocsi";"6"
"KIS";"8330";"KS-400";"36906";"Pótkocsi";"6"
"KIS";"8330";"KS-750";"36907";"Pótkocsi";"6"
"KIS";"8330";"1T-FN-230";"36895";"Pótkocsi";"6"
"KIS";"8330";"400-6593";"36896";"Pótkocsi";"6"
"KIS ILLÉS";"8331";"200-3341";"60313";"Pótkocsi";"6"
"KIS ILLÉS";"8331";"200-3618";"36908";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"AZ 160";"46483";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ 115";"46484";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ 160";"46485";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ 165";"46486";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ 2090";"46487";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ 210";"46488";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ-1500";"46489";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ-255";"46490";"Pótkocsi";"6"
"KIS JÓZSEF";"10976";"KJ-4143";"58133";"Pótkocsi";"6"
"KIS SZABÓ";"8332";"KSZA-360";"36909";"Pótkocsi";"6"
"KISCHE";"8333";"D16-4DDAE";"65490";"Pótkocsi";"6"
"KISCHE";"8333";"940";"36910";"Pótkocsi";"6"
"KISINOV";"8334";"PGSZ-0.5";"36911";"Pótkocsi";"6"
"KISINOV";"8334";"PPV-3";"36912";"Pótkocsi";"6"
"KISINOV";"8334";"PTSZ-2";"64305";"Pótkocsi";"6"
"KISIPARI";"8335";"FA-220";"36916";"Pótkocsi";"6"
"KISIPARI";"8335";"KS-245";"64814";"Pótkocsi";"6"
"KISIPARI";"8335";"NJ-240";"36917";"Pótkocsi";"6"
"KISIPARI";"8335";"SZCS-180";"36918";"Pótkocsi";"6"
"KISIPARI";"8335";"SZN-180";"36919";"Pótkocsi";"6"
"KISIPARI";"8335";"TF 1881";"62721";"Pótkocsi";"6"
"KISIPARI";"8335";"TF-165";"36920";"Pótkocsi";"6"
"KISIPARI";"8335";"TF-242";"36921";"Pótkocsi";"6"
"KISIPARI";"8335";"2023";"36913";"Pótkocsi";"6"
"KISIPARI";"8335";"2121";"36914";"Pótkocsi";"6"
"KISIPARI";"8335";"2308";"59898";"Pótkocsi";"6"
"KISIPARI";"8335";"315";"36915";"Pótkocsi";"6"
"KISKUNDOROZSMA";"8336";"LP 4";"36922";"Pótkocsi";"6"
"KISKUNDOROZSMA";"8336";"PBK-3,5";"58776";"Pótkocsi";"6"
"KISKUNDOROZSMA";"8336";"PIV-G";"66256";"Pótkocsi";"6"
"KISKUNDOROZSMA";"8336";"PM";"36923";"Pótkocsi";"6"
"KISKUNSPED";"8337";"360/99";"36924";"Pótkocsi";"6"
"KISMÓK";"8338";"KJ-360";"36925";"Pótkocsi";"6"
"KISPÁL";"8339";"KL-170";"36926";"Pótkocsi";"6"
"KISPÉTER";"8340";"KG-170";"36927";"Pótkocsi";"6"
"KIS-PRUMIK";"8341";"KL-180";"36928";"Pótkocsi";"6"
"KISS";"8342";"KÁ-120";"36929";"Pótkocsi";"6"
"KISS";"8342";"KÁ-365";"36930";"Pótkocsi";"6"
"KISS";"8342";"KA-420";"36931";"Pótkocsi";"6"
"KISS";"8342";"KFS-250";"36932";"Pótkocsi";"6"
"KISS";"8342";"KGY-1550";"36936";"Pótkocsi";"6"
"KISS";"8342";"KGY-165";"36937";"Pótkocsi";"6"
"KISS";"8342";"KG-150";"36933";"Pótkocsi";"6"
"KISS";"8342";"KG-350";"36934";"Pótkocsi";"6"
"KISS";"8342";"KG-440";"36935";"Pótkocsi";"6"
"KISS";"8342";"KIJ-187";"36958";"Pótkocsi";"6"
"KISS";"8342";"KI-120";"36938";"Pótkocsi";"6"
"KISS";"8342";"KI-140";"36939";"Pótkocsi";"6"
"KISS";"8342";"KI-150";"36940";"Pótkocsi";"6"
"KISS";"8342";"KI-160";"36941";"Pótkocsi";"6"
"KISS";"8342";"KI-170";"36942";"Pótkocsi";"6"
"KISS";"8342";"KI-200-3341";"36943";"Pótkocsi";"6"
"KISS";"8342";"KI-200-3342";"36944";"Pótkocsi";"6"
"KISS";"8342";"KI-200-3824";"36945";"Pótkocsi";"6"
"KISS";"8342";"KI-250";"36946";"Pótkocsi";"6"
"KISS";"8342";"KI-255";"36947";"Pótkocsi";"6"
"KISS";"8342";"KI-260";"36948";"Pótkocsi";"6"
"KISS";"8342";"KI-280";"36949";"Pótkocsi";"6"
"KISS";"8342";"KI-320";"36950";"Pótkocsi";"6"
"KISS";"8342";"KI-350";"36951";"Pótkocsi";"6"
"KISS";"8342";"KI-360";"36952";"Pótkocsi";"6"
"KISS";"8342";"KI-400";"36953";"Pótkocsi";"6"
"KISS";"8342";"KI-420";"36954";"Pótkocsi";"6"
"KISS";"8342";"KI-510";"36955";"Pótkocsi";"6"
"KISS";"8342";"KI-550";"36956";"Pótkocsi";"6"
"KISS";"8342";"KI-750";"36957";"Pótkocsi";"6"
"KISS";"8342";"KJ-380";"36959";"Pótkocsi";"6"
"KISS";"8342";"KK-245";"60744";"Pótkocsi";"6"
"KISS";"8342";"KL-210";"36960";"Pótkocsi";"6"
"KISS";"8342";"KL-232";"36961";"Pótkocsi";"6"
"KISS";"8342";"KL-250";"36962";"Pótkocsi";"6"
"KISS";"8342";"KL-500";"36963";"Pótkocsi";"6"
"KISS";"8342";"KMT-230";"36965";"Pótkocsi";"6"
"KISS";"8342";"KM-153";"36964";"Pótkocsi";"6"
"KISS";"8342";"220";"59793";"Pótkocsi";"6"
"KISS";"8342";"400-7491";"64002";"Pótkocsi";"6"
"KISS";"8342";"400-7528";"64749";"Pótkocsi";"6"
"KISS";"8342";"400-7541";"65093";"Pótkocsi";"6"
"KISS F. ERD. SZKI";"8343";"KFSZK-750";"36966";"Pótkocsi";"6"
"KISS ILLÉS";"12738";"200-3618";"65096";"Pótkocsi";"6"
"KISSNÉ";"8344";"KNK-250";"36967";"Pótkocsi";"6"
"KISSZŐLŐSI";"8347";"200-4347";"36970";"Pótkocsi";"6"
"KISSZŐLŐSI";"8347";"200-4348";"36971";"Pótkocsi";"6"
"KISSZŐLŐSI";"8347";"200-4351";"36972";"Pótkocsi";"6"
"KISVAGÁNY";"8345";"KA-420";"36968";"Pótkocsi";"6"
"KISVÁRI";"8346";"HGY-250";"36969";"Pótkocsi";"6"
"KJ";"8348";"200";"36973";"Pótkocsi";"6"
"KK-ANH.BAU GMBH";"8349";"WPT";"37001";"Pótkocsi";"6"
"KK-ANH.BAU GMBH";"8349";"2RF-1300";"66526";"Pótkocsi";"6"
"KK-ANH.BAU GMBH";"8349";"2RF-2000";"64400";"Pótkocsi";"6"
"KKH FA ÉPIP KTSZ";"10977";"KH 2";"46492";"Pótkocsi";"6"
"KKH FA ÉPIP KTSZ";"10977";"KH 2 HL";"46491";"Pótkocsi";"6"
"KKH FA ÉPIP KTSZ";"10977";"KH 4";"46493";"Pótkocsi";"6"
"KKHALASI VASTC";"10978";"EAT-15";"46495";"Pótkocsi";"6"
"KKHALASI VASTC";"10978";"PILLE";"46496";"Pótkocsi";"6"
"KKHALASI VASTC";"10978";"UTL 8";"46497";"Pótkocsi";"6"
"KKHALASI VASTC";"10978";"513";"46494";"Pótkocsi";"6"
"KL";"10979";"SK";"66882";"Motorkerékpár";"5"
"KL";"10979";"140";"46498";"Pótkocsi";"6"
"KL";"10979";"230";"46499";"Pótkocsi";"6"
"KL";"10979";"238";"46500";"Pótkocsi";"6"
"KL";"10979";"250";"46501";"Pótkocsi";"6"
"KL";"10979";"260";"46502";"Pótkocsi";"6"
"KL";"10979";"34";"46503";"Pótkocsi";"6"
"KL";"10979";"500";"46504";"Pótkocsi";"6"
"KLAAS";"12201";"HV26/6 KA";"60686";"Pótkocsi";"6"
"KLADNO";"12100";"10D";"59749";"Pótkocsi";"6"
"KLADO";"10980";"K-300";"59753";"Pótkocsi";"6"
"KLADO";"10980";"UTB";"46506";"Pótkocsi";"6"
"KLADO";"10980";"300";"46505";"Pótkocsi";"6"
"KLAESER";"8351";"TSA";"37017";"Pótkocsi";"6"
"KLAESER";"8351";"TVT S-148";"37018";"Pótkocsi";"6"
"KLAGLE-MASBURG";"8352";"-";"37019";"Pótkocsi";"6"
"KLAUS";"10981";"KM-24 E/284";"46507";"Pótkocsi";"6"
"KLAUS";"10981";"KM-32";"46508";"Pótkocsi";"6"
"KLAUS";"10981";"SAC-16";"46509";"Pótkocsi";"6"
"KLAUS";"10981";"SAC-30";"46510";"Pótkocsi";"6"
"KLAUS GÖGL";"12222";"1830";"60870";"Pótkocsi";"6"
"KLEBERG";"8353";"AKE 40";"37020";"Pótkocsi";"6"
"KLEIN";"8354";"KÉ-300";"37021";"Pótkocsi";"6"
"KLEINZ HEINRICH";"8355";"1300";"37022";"Pótkocsi";"6"
"KLEINZ-MAHEGOLD";"8356";"530";"37023";"Pótkocsi";"6"
"KLIMAJ";"8357";"KP-750";"37024";"Pótkocsi";"6"
"KLINCSOK";"8358";"KL-200";"37025";"Pótkocsi";"6"
"KLING";"8359";"VA 503";"37026";"Pótkocsi";"6"
"KLINKÓ";"8360";"KI-250";"37027";"Pótkocsi";"6"
"KL-MASCHINENBAU";"10983";"PT 301";"46511";"Pótkocsi";"6"
"KLOCKER";"8361";"-";"37028";"Pótkocsi";"6"
"KLOECKNER";"10984";"DEUTZ F- MAGIRUS 150 D11";"46512";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ FM 1200 7-FA";"46513";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MAGIRUS 100 D7-FA";"46514";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MAGIRUS 110 D7-FA";"46515";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MAGIRUS 150 ";"64439";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MAGIRUS 170 D11-FA";"46516";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MAGIRUS 170 D12-F";"46517";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MERCUR 10A";"46518";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ F-MERCUR 125";"46519";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"DEUTZ M 27 D 15 FL";"46520";"Tehergépkocsi";"2"
"KLOECKNER";"10984";"M 232 D 16 AK";"46521";"Tehergépkocsi";"2"
"KLOECKNERE";"10985";"D 10 40 A-T";"46522";"Vontató";"4"
"KLOECKNERE";"10985";"D 40 02";"46523";"Vontató";"4"
"KLOECKNERE";"10985";"D 55 06";"46524";"Vontató";"4"
"KLOECKNERE";"10985";"DX 85 A-S";"46525";"Vontató";"4"
"KLOGE ED FRIGO";"8362";"ONCRP 39-327";"37029";"Pótkocsi";"6"
"KLOSE";"8363";"ATT 200 HO";"37030";"Pótkocsi";"6"
"KLOV";"12238";"XT 810240";"61065";"Pótkocsi";"6"
"KLSF";"8364";"SCHEIEDMISTR";"37031";"Pótkocsi";"6"
"KLUCSÓ";"8365";"KT-170";"37032";"Pótkocsi";"6"
"KL300";"8350";"320 DU";"37015";"Pótkocsi";"6"
"K.METOVITY";"8197";"KMJ-250";"36531";"Pótkocsi";"6"
"KMG";"10986";"MBP-6.5R";"61903";"Pótkocsi";"6"
"KMG";"10986";"PTSZ 2";"46526";"Pótkocsi";"6"
"K.MUELLER";"8198";"TAKG 2000";"36532";"Pótkocsi";"6"
"K.MÜLLER";"8199";"BAIERSBRONN";"36533";"Pótkocsi";"6"
"K.MÜLLER";"8199";"KW";"36534";"Pótkocsi";"6"
"KMZ";"8366";"K 750";"46527";"Motorkerékpár";"5"
"KMZ";"8366";"8119";"37044";"Pótkocsi";"6"
"KMZ";"8366";"8136";"37045";"Pótkocsi";"6"
"KNAB BATTVIK";"8367";"PETIZ KF-17";"37046";"Pótkocsi";"6"
"KNAPEN";"10987";"K 200";"46528";"Pótkocsi";"6"
"KNAPEN";"10987";"KAH 280";"46529";"Pótkocsi";"6"
"KNAPEN";"10987";"KOCF 100";"60621";"Pótkocsi";"6"
"KNAPEN";"10987";"KOK 365";"46530";"Pótkocsi";"6"
"KNAPEN";"10987";"KOK 390";"46531";"Pótkocsi";"6"
"KNAPEN";"10987";"KOWF 390";"46532";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 330";"66583";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 380 H";"46603";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 380 T";"58688";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 4106";"60391";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 420";"60573";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 430 TM";"46604";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 440 TU";"46605";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 450 TU";"46606";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 470";"46607";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 475";"46608";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 495";"46609";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 500";"46610";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 510";"46611";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 530";"46612";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 540 TK";"46613";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 550 TF";"46614";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 560";"46615";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 600";"46616";"Pótkocsi";"6"
"KNAUS";"8368";"AZUR 750";"46617";"Pótkocsi";"6"
"KNAUS";"8368";"BONANZA 380";"46618";"Pótkocsi";"6"
"KNAUS";"8368";"BW 75";"46619";"Pótkocsi";"6"
"KNAUS";"8368";"COMFORT";"62965";"Pótkocsi";"6"
"KNAUS";"8368";"COUNTRY 395";"46620";"Pótkocsi";"6"
"KNAUS";"8368";"COUNTRY 450";"46621";"Pótkocsi";"6"
"KNAUS";"8368";"COUNTRY 500";"46622";"Pótkocsi";"6"
"KNAUS";"8368";"E 400";"62916";"Pótkocsi";"6"
"KNAUS";"8368";"E 550";"46623";"Pótkocsi";"6"
"KNAUS";"8368";"EIFA 2700";"46625";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND BEAUTY 495 TF";"46627";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND DESEO 400 LK";"46628";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND HOLIDAY";"46629";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND SUNSHINE";"46630";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND VENTANA 465 TU";"46631";"Pótkocsi";"6"
"KNAUS";"8368";"EIFELLAND 495 TK";"46626";"Pótkocsi";"6"
"KNAUS";"8368";"EIF/SUN 495 TF";"46624";"Pótkocsi";"6"
"KNAUS";"8368";"EUROSTAR 400 TS";"46632";"Pótkocsi";"6"
